	C6orf223	CLVS2	FCRL1	KCNQ5	KRT7	NRG1	cg18949415	cg03469655	cg09340639	cg17969913	cg22394948	cg22193385	cg20127899
181	13.28984623	0.059638805	0.870332503	0.54289433	2.844900699	0.241861469	0.1933423	0.518145567	0.1023076	0.5061914	0.3378541	0.04602153	0.1694232
182	39.86372879	0	0.043438838	0.005645041	1.117133257	0.060357284	0.1171925	0.189787943	0.07265903	0.2892049	0.2152624	0.3090744	0.1218557
183	12.01144808	0.010861371	0.285307645	0.021971439	4.332830229	0.383581305	0.2748291	0.392564888	0.1812373	0.5211732	0.4468529	0.05954988	0.2999039
184	7.872534552	0.0043236	0.113572796	0.01967895	0.691527822	0.043835232	0.2112157	0.360384468	0.1242353	0.4495201	0.4164545	0.178921	0.3136782
185	26.02781178	0.003678772	0.010737154	0.011162668	0.763877789	0.041027339	0.1436673	0.231562171	0.1753578	0.463419	0.4097341	0.04135399	0.1753282
186	24.33185711	0.009685418	0.011307449	0.041144475	1.538239848	0.058917917	0.2485844	0.443608705	0.1492423	0.3854155	0.366591	0.08838199	0.2845772
187	7.108829827	0.005259201	0.010233278	0.06649265	3.625394343	0.124415448	0.3389094	0.61552216	0.1527086	0.441023	0.4135444	0.04826135	0.1788409
188	5.167358883	0.006650363	0.388205409	0.020179502	1.673268377	0.085405418	0.2759339	0.727805486	0.1545845	0.4576451	0.6492565	0.1041759	0.4955276
189	6.423101269	0.002401997	0.007010658	0.003644245	2.224209533	0.155858408	0.2075521	0.599569101	0.1868753	0.3938672	0.3223099	0.03239904	0.1771039
190	3.2006333	0	0.008005006	0.004161123	1.646942541	0.008342082	0.2002491	0.826799637	0.07570262	0.4197605	0.621079	0.01768	0.08752767
191	4.68041346	0.002459586	0	0	0.400294242	0.0199494	0.1105855	0.074353197	0.06148127	0.3270537	0.1516407	0.2498203	0.1486825
192	3.672670167	0.010705788	0.005207792	0.048727599	2.463325172	0.059697904	0.1322093	0.559256226	0.07407661	0.6213555	0.5835304	0.03791363	0.2094492
193	3.250451653	0	0.061483763	0.007990046	0.406383561	0.192218172	0.1388972	0.074446876	0.0478383	0.7155498	0.142204	0.03541435	0.1054653
194	11.51033931	0.016462853	0.013104484	0.029518269	1.255662288	0.036416769	0.2347761	0.232849037	0.1277657	0.4199329	0.3115611	0.09545528	0.2247809
195	0.843242289	0.003594885	0.052461564	0.029997342	0.221920233	0.193169516	0.3076219	0.268407596	0.08550119	0.3534199	0.3012083	0.1159014	0.2648554
196	5.739669851	0.009079475	0.137800354	0.170811668	2.741335902	0.211722163	0.3003791	0.364275165	0.1537638	0.563607	0.5202988	0.07409795	0.2560017
197	7.048874765	0.010193825	0.342153731	0.051552656	0.495802282	0.48058243	0.320165	0.466685177	0.1854198	0.6059459	0.4091757	0.07458673	0.3114214
198	10.83161614	0.014064065	0.018243771	0.045046088	1.254075399	0.064957601	0.2555933	0.456808322	0.1364805	0.5150679	0.5041093	0.06935659	0.190771
199	6.7198705	0.015308063	0.095741387	0.036496398	0.810000672	0.372485382	0.1740993	0.683609835	0.1088879	0.340448	0.3112011	0.07581134	0.2083678
200	12.68910101	0	0	0.007418998	0.864450162	0.109071327	0.1741322	0.297500063	0.1343552	0.35221	0.3453759	0.2078551	0.2738706
201	1.206413941	0.019802491	0.789893767	0.060087611	1.006361866	0.084769314	0.4311426	0.59998483	0.2222523	0.764079	0.6061321	0.1149677	0.4868534
202	8.031186519	0.02633716	0.409971754	0.042621898	1.241559341	0.163773365	0.3872659	0.50263466	0.1841613	0.6628274	0.5562051	0.04917223	0.3120176
203	3.4620471	0.01326678	0.051628622	0.040256003	1.439433238	0.412486623	0.2120363	0.206323668	0.1009759	0.2500918	0.2506627	0.1191693	0.2291293
204	13.36415926	0.005232944	0.117095149	0.007939281	0.36709234	0.09372996	0.1508659	0.573358806	0.09512547	0.3159558	0.2704284	0.09736903	0.1725601
205	0.962720039	0	0.011208377	0.002913142	2.176692562	0.262807649	0.3006527	0.629475381	0.0404992	0.2155479	0.3334317	0.06585543	0.07159476
206	1.491466531	0	0	0	2.310920266	0.56483602	0.1647732	0.616516397	0.1551085	0.7717335	0.4741149	0.1310838	0.1201626
207	3.229811936	0.002275907	0.033213199	0.020717665	2.497011013	0.025381944	0.2931704	0.467675886	0.1762549	0.6811802	0.5507139	0.05835476	0.279274
208	28.50784236	0	0.005632679	0.008783854	3.590306628	0.009783101	0.1206577	0.283887363	0.07581643	0.2484916	0.1923991	0.03130181	0.165411
209	15.63238785	0	0.00534922	0.030586655	0.221137239	0.180241032	0.335429	0.319168266	0.1195206	0.3823076	0.4026841	0.268117	0.2915131
210	18.14571376	0	0.049691085	0.012915087	0.740479715	0.325085175	0.2228336	0.288666834	0.1031158	0.3563542	0.3405198	0.04174932	0.1402719
211	12.73935307	0.009517638	0	0.009626602	1.580139835	0.102928501	0.2469305	0.303099786	0.1241224	0.6543592	0.3924488	0.04767414	0.2146695
212	3.772939026	0.020027615	0.107165976	0.060770714	0.758668845	0.077836549	0.2486578	0.4485212	0.1059868	0.5193925	0.3536517	0.05062526	0.2080551
213	5.007231908	0.001893275	0.055258616	0.022979409	1.418450735	0.280249183	0.2087387	0.166906331	0.06332403	0.2699371	0.2758708	0.04673385	0.1767713
214	10.75416956	0.004172637	0.006089293	0.009495918	1.369889993	0.012691402	0.2146239	0.12970352	0.06227675	0.2205219	0.2648771	0.04437057	0.1066019
215	8.004827552	0.004074739	0.05946426	0.043274585	1.366334108	0.02685288	0.2281903	0.260771586	0.09339425	0.3108102	0.3404428	0.0363733	0.1359679
216	5.333352305	0.009214583	0.134472031	0.022368188	0.863597583	0.263452646	0.2193871	0.19988629	0.1041089	0.3389177	0.4133894	0.04798561	0.2782992
217	7.368179962	0	0	0.003388952	0.532768396	0.153998661	0.07730058	0.108223978	0.04533391	0.6909069	0.4541934	0.4351378	0.8444916
218	4.920634583	0.004535675	0.026476357	0.057345037	0.653327116	0.104233514	0.5585116	0.470117844	0.09557354	0.3223283	0.3036442	0.1929735	0.2057982
219	4.516664411	0	0.130318947	0.007816356	0.790280117	0.212415176	0.360337	0.343090647	0.1001232	0.6127779	0.4939393	0.2721173	0.2435446
220	2.124349807	0	0.059233398	0.018474248	12.61942011	0.080245882	0.2250517	0.178168481	0.07129676	0.4415358	0.324729	0.0371024	0.1127629
221	18.84510879	0.007750607	0	0.005879506	0.989546922	0.01178704	0.1523637	0.168218836	0.04935843	0.2650605	0.2087022	0.03442618	0.1218942
222	15.10375726	0.005397684	0.005251368	0.00272974	0.413989502	0.007296658	0.124986	0.16551771	0.05709909	0.261817	0.2419401	0.03610529	0.07026833
223	26.60846025	0.006181819	0.012028494	0.003126296	0.046256657	0.321731427	0.1320724	0.150254651	0.04082406	0.3002253	0.2156559	0.6136183	0.08894123
224	3.819898051	0.022781024	0.203627108	0.060484821	64.92659021	0.164564389	0.2775333	0.523227927	0.1539229	0.766243	0.5767123	0.05616068	0.391442
225	16.5804338	0.002047363	0.041829155	0.012424814	0.729604934	0.151528877	0.1908907	0.227026799	0.05239126	0.3774252	0.3247062	0.0305391	0.1807464
226	8.00812306	0.006259432	0.006089756	0.031655471	0.468374137	0.21365487	0.2584028	0.250094218	0.1411716	0.6315591	0.4986267	0.191205	0.09229345
227	19.29285589	0	0	0.002757691	1.162879257	0.082927924	0.1517921	0.200114543	0.04288386	0.2082402	0.3362538	0.03025902	0.06259622
228	2.82576429	0	0	0.002707696	0.535843266	0.083233917	0.06272446	0.36315373	0.05022089	0.06996405	0.04852768	0.04994704	0.03401293
229	9.486449603	0	0.064357875	0.030412902	0.348741547	0.544672312	0.2933962	0.578781196	0.3544236	0.5657491	0.5065556	0.07205846	0.505581
230	15.10183392	0.001959123	0	0.005944657	2.050499947	0.202600077	0.1478935	0.26917799	0.05145391	0.47444	0.3119998	0.04587371	0.0557819
231	4.523603015	0	0.007948651	0.159075388	0.725972221	0.035894529	0.2866356	0.378318009	0.14028	0.4860023	0.4109336	0.08246999	0.07704005
232	16.75257818	0.017428949	0.046244998	0.024038846	0.715803197	0.133331988	0.1852996	0.309711747	0.06947788	0.3375712	0.3780595	0.05691149	0.2091327
233	6.969324151	0	0.028335374	0.031913168	2.256509074	1.218871756	0.2879839	0.575873338	0.1361073	0.7465341	0.5254724	0.08697675	0.3556364
234	16.45141367	0.050328473	0.042646249	0.02955755	1.166222138	0.062547998	0.1584392	0.687913852	0.05987629	0.3224727	0.2097286	0.1933329	0.2131526
235	7.314679875	0.001377525	0.004020552	0.006269831	1.117085831	1.210866607	0.2550695	0.564489794	0.1364408	0.8758929	0.3644735	0.04582927	0.2373241
236	14.84994111	0	0.14627137	0.017890367	9.272973342	0.065754364	0.2018918	0.234751858	0.07769198	0.6517835	0.3508164	0.07825444	0.1311686
237	24.01428155	0.011211712	0.02181559	0.034020216	1.090619577	0.056835504	0.170207	0.50178843	0.08366422	0.4260914	0.3095282	0.04530931	0.2057291
238	19.97728473	0.007261091	0.042385581	0.036721106	1.582434738	0.051532082	0.2778347	0.414675826	0.1014367	0.4759196	0.4719862	0.07343095	0.2983824
239	5.725433903	0.001840414	2.01434161	0.106104624	1.291055336	0.113821207	0.3178798	0.591771565	0.1064759	0.7026365	0.5888842	0.05210336	0.1406589
240	46.34717949	0	0.02142832	0.03341629	1.318472515	0.047142429	0.2224342	0.205480259	0.1311439	0.5618701	0.3550111	0.160232	0.1544308
241	4.718841083	0.016398315	0.560662233	0.035541545	2.280971802	0.128254528	0.2567584	0.526971664	0.2280352	0.7913354	0.5236548	0.06434029	0.2474872
242	24.193177	0.005886684	0.246265851	0.035724474	2.406135975	0.200931769	0.2601668	0.366016366	0.1456313	0.6750181	0.4216193	0.04468569	0.2911281
243	9.431144527	0.003492427	0.02548318	0.01324654	0.64188599	0.076127849	0.1698895	0.177798931	0.06403112	0.2993167	0.2542954	0.04249438	0.1865913
244	11.84916975	0	0.043257828	0.004996905	1.26150169	0.287172032	0.2317436	0.251179576	0.0887545	0.432351	0.3104098	0.04180467	0.09830023
245	4.140510209	0	0.007124581	0.007406929	0.431521931	0.049497222	0.1490461	0.087031069	0.04374784	0.248328	0.1994645	0.03320792	0.07490176
246	16.63617789	0.006204295	0.013581256	0.009412989	2.785490331	0.025161132	0.2285405	0.588048879	0.1048342	0.5562471	0.3349915	0.02552734	0.1992823
247	1.791228753	0.046157261	0.0039623	0.004119327	0.739013029	0.022022106	0.2752709	0.750422136	0.1077286	0.4367939	0.3596269	0.04206601	0.3494317
248	1.848343694	0	0	0.011273893	0.399645213	0.003766921	0.09064598	0.776569291	0.06634827	0.3728266	0.1894907	0.04803821	0.0914059
249	19.69969764	0	0.004454699	0	1.220579886	0.020116536	0.1318388	0.149575281	0.03683702	0.2952639	0.1724358	0.04568704	0.09060911
250	6.768124896	0	0.003199034	0.003325812	1.9529699	0.03000365	0.1002708	0.18292167	0.06831004	0.9035146	0.5062972	0.02034626	0.1694876
251	18.89870249	0	0.00815089	0.002118478	0.669998955	0.247744812	0.150716	0.634804731	0.05946621	0.8851024	0.2609444	0.05214332	0.1805099
252	2.222074616	0	0.011285256	0.017598738	1.500863637	0.074482887	0.4409139	0.24125804	0.07413469	0.2108006	0.2079005	0.0326594	0.1158035
253	2.900798438	0.001294931	0.007558977	0.00392927	1.678718965	0.098465885	0.1722583	0.07433932	0.07386159	0.1985865	0.2303933	0.02589038	0.2286002
254	13.829769	0	0.007576504	0.00196919	0.214878934	0.00526369	0.07296614	0.046703107	0.03468014	0.07707328	0.07102475	0.1738637	0.04616249
255	17.59881103	0	0.021587564	0.007481027	0.10723019	0.033744861	0.1110208	0.11957899	0.03980126	0.9226577	0.1889821	0.5902873	0.09396084
256	3.983117705	0.006355352	0	0.01205271	0.530537167	0.008054292	0.05069712	0.156366655	0.03301652	0.05664969	0.2420455	0.1127676	0.0653577
257	11.69329739	0	0	0	24.58765596	0.004479298	0.1900268	0.696528185	0.09360083	0.543578	0.3379028	0.04589536	0.1509324
258	15.67954298	0.002099554	0	0.015926933	5.001772934	0.023415178	0.3183158	0.509379335	0.09210207	0.655517	0.569284	0.03102132	0.1811587
259	14.14755159	0	0.018420976	0.00478775	2.142895504	0.047991618	0.2209493	0.143152375	0.1294564	0.5885713	0.2528203	0.145885	0.3499097
260	5.880161688	0	0.004192882	0.010897617	1.660783008	0.027673098	0.2486995	0.285707032	0.1355153	0.4013586	0.3188474	0.3081848	0.2149499
261	13.51088345	0	0	0	0.255531861	0	0.1084117	0.15331667	0.06726882	0.1257342	0.1960553	0.03058018	0.1771542
262	39.22956172	0	0	0.010897242	1.073223869	0.02184643	0.1086824	0.16075617	0.2868032	0.1535766	0.2185101	0.1814756	0.1277019
263	6.023330331	0	0.009457062	0.004915923	0.422777828	0.049276405	0.1215483	0.904405136	0.05682999	0.6641733	0.1682937	0.04974763	0.1033362
264	6.370699285	0	0.005232308	0	0.337031983	0.159943829	0.1022855	0.187247182	0.04620678	0.8761799	0.108606	0.04420121	0.7670179
265	12.69726678	0.001457572	0.106354639	0	0.364006741	0.031033247	0.2192431	0.24241145	0.07510929	0.364801	0.2991104	0.03779735	0.2274652
266	10.31344659	0.0016452	0.024009049	0.009984212	0.401630978	0.030024028	0.2172661	0.412972204	0.09801773	0.3448657	0.311465	0.09112907	0.1431876
267	2.013229734	0	0.018817094	0.004890705	0.162816369	0.011438843	0.3089096	0.190458753	0.07539569	0.2757337	0.1839092	0.5293679	0.1356946
268	11.15000734	0	0	0.003041344	37.84474926	0.146332452	0.1102494	0.104591879	0.0492266	0.2531883	0.511686	0.03902734	0.2524609
269	6.415502173	0.002790854	0	0	0.790947749	0.007073835	0.1245298	0.138438769	0.05142389	0.1796045	0.2044799	0.03391308	0.07654559
270	23.19099623	0.057904344	0.058095182	0.08510557	1.431856628	0.073383584	0.310538	0.228147334	0.1342316	0.4392176	0.4603997	0.4440165	0.328573
271	22.04028963	0.044093659	0.34318724	0.082825737	0.653986941	0.108568735	0.2425188	0.28507839	0.1282042	0.3898565	0.3326914	0.4704859	0.3323385
272	8.091249331	0.006457604	2.054395932	0.091441488	1.588528951	0.067653393	0.2774514	0.371672506	0.1289116	0.530294	0.5339221	0.117729	0.2525922
273	4.515592646	0.01853012	0.054083464	0.068721643	0.467961371	0.169082441	0.3183311	0.384444073	0.1489163	0.4349763	0.4430897	0.1365537	0.2847696
274	11.7044874	0.001616136	0.047169827	0.269715449	1.120119158	0.047517521	0.3274682	0.564573637	0.1470479	0.5814059	0.4294256	0.05748025	0.2208094
275	3.801401533	0	0.031577296	0.084807496	0.971466683	0.018281641	0.3732492	0.824539564	0.1007953	0.6617759	0.3671329	0.1056712	0.1542421
276	7.262062329	0.001377504	0.068348351	0.150473656	4.719519398	0.842147043	0.3993809	0.597821856	0.2045497	0.7987356	0.701585	0.1286749	0.2747033
277	3.159338689	0.006363211	0.012381444	0.048270459	0.842171888	0.098921487	0.2308672	0.482444274	0.1793113	0.398761	0.4390443	0.1034504	0.2651793
278	6.648493043	0.021235618	0.103299906	0.039377688	3.085301246	0.169847247	0.3269292	0.784801935	0.2007421	0.7437113	0.5352756	0.07377083	0.3983048
279	6.0686186	0.005631902	0.246565662	0.029905994	2.323066607	0.022839828	0.1947048	0.204243727	0.06620559	0.4026455	0.33035	0.04491289	0.218791
280	4.18894956	0.037928923	0.301356353	0.09910483	1.507743429	0.162363857	0.2601453	0.580434484	0.1519783	0.4748237	0.4437626	0.08295547	0.179612
281	0.863942206	0	0.0070491	0	0.535382015	0.190994031	0.32034	0.255199772	0.05844954	0.4391264	0.3277685	0.05112868	0.3293718
282	7.519941081	0.093020301	0.741766828	0.176409868	1.892365416	0.099361808	0.2961897	0.650814953	0.152324	0.7484713	0.5206447	0.09842324	0.2238528
283	6.487199104	0.01490891	0.052217179	0.024881336	1.016579686	0.201036678	0.228371	0.712456267	0.1255725	0.6445072	0.4516349	0.06516657	0.1965618
284	3.797037379	0	0.030481197	0.257474513	1.611750092	0.060882344	0.2166471	0.153477891	0.05628974	0.3685644	0.3471302	0.04408966	0.08753322
285	11.68485085	0.003125616	0.018245334	0.009484199	3.937958694	0.022182544	0.2075803	0.323851333	0.09183255	0.5297213	0.5201413	0.04494718	0.1950651
286	8.395046738	0	0.205951669	0.016220724	0.972006978	0.76744301	0.2649392	0.253691011	0.0733905	0.3881351	0.4115942	0.06564206	0.1205863
287	19.06614613	0	0.027081808	0	0.317643872	0.118533116	0.1327888	0.084035367	0.0811472	0.2015561	0.2042712	0.07933064	0.1233146
288	15.51055889	0.002226402	0.292416826	0.016889186	0.9121068	0.085775832	0.146051	0.122164798	0.05499468	0.2674633	0.244051	0.04024491	0.1619231
289	9.440760553	0.01375985	0.304072952	0.026840666	1.092119351	0.103632687	0.2130644	0.429262089	0.08149943	0.5746858	0.4479624	0.04968688	0.3598325
290	22.38228692	0	0	0.006558001	0.600386316	0.032868157	0.2191862	0.38068194	0.08686711	0.3716139	0.3971442	0.1205144	0.2363938
291	27.65760298	0	0.01747266	0.069632897	2.58691845	0.008092622	0.3320401	0.91521769	0.06976737	0.683103	0.3809809	0.03809131	0.1706993
292	3.388309532	0.124189625	0.012287105	0.344899195	3.957285308	0.187799199	0.3870932	0.501505866	0.2634678	0.8074866	0.7230252	0.08793108	0.5046768
293	10.74375901	0.020793985	0.030345478	0.042815242	0.350088804	0.245456787	0.2420237	0.658839701	0.06514201	0.2875192	0.2531721	0.069375	0.2783277
294	8.550505613	0.00361809	0	0.010978536	1.512707116	0.003668234	0.3122592	0.695974258	0.0469687	0.8295332	0.6802462	0.04707054	0.3764676
295	13.34126984	0	0.109614699	0.004383029	1.35377007	0.46277941	0.1762672	0.481974933	0.07967413	0.5216861	0.2907177	0.04190097	0.1671865
296	11.79985706	0.00119809	0.160854572	0.005453128	0.282395554	0.035226141	0.1119867	0.134133785	0.06083718	0.2220783	0.2046067	0.2382934	0.106201
297	5.593769795	0	0.048298977	0.003586648	4.915425178	0.076697528	0.131728	0.242045772	0.08140364	0.3088187	0.2238751	0.03036609	0.4165666
298	8.465528409	0.024889642	0.018161216	0.051922605	0.750786359	0.044160549	0.2427623	0.438706711	0.3350476	0.4823852	0.4305532	0.07863012	0.3914892
299	10.75139703	0.011057907	0.987598995	0.060396333	1.669338773	0.078478149	0.2787249	0.381373122	0.1324035	0.5465726	0.4502563	0.2287754	0.4534343
300	21.46918898	0.013870979	0.09109109	0.031567013	0.35516425	0.14414804	0.3103855	0.273976547	0.1111323	0.6805097	0.3686015	0.239501	0.3805917
301	16.2450562	0	0.124845255	0.006831205	1.174990555	0.203142102	0.2910572	0.751962446	0.1989599	0.4558483	0.3222542	0.1515476	0.4377398
302	27.69057974	0	0	0	0.65185443	0.021629952	0.1344118	0.171492002	0.07937504	0.416607	0.2268086	0.06975094	0.1391489
303	7.539126141	0.002391856	0.223393925	0.00362886	2.671206387	0.084875222	0.1683634	0.455084672	0.04826445	0.252903	0.2562658	0.03176689	0.1106335
304	10.20888629	0.002231908	0.345253804	0.084654777	2.104286516	0.11993059	0.2773808	0.370298434	0.09536292	0.6940483	0.4947005	0.051605	0.2352956
305	17.46408732	0	0.004427968	0.004603448	0.434217775	0.449136946	0.09693655	0.11730683	0.04159917	0.1573313	0.128687	0.1596227	0.1066614
306	2.086929025	0.00718944	3.3433971	0.272690611	1.264214904	0.041304796	0.2421367	0.340101793	0.1183967	0.4006768	0.4413888	0.05558261	0.193485
307	11.21247407	0	0.031965206	0.013846663	2.545573493	0	0.2786281	0.417798137	0.06478493	0.6924806	0.3296069	0.05480552	0.1451508
308	5.154702452	0	0	0.006442597	4.599412824	0.073190129	0.187619	0.380153227	0.05668994	0.5918823	0.346604	0.02829449	0.2225059
309	11.89291111	0.003943723	0.725159033	0.053849798	0.802294306	0.317871314	0.3167457	0.401064033	0.1855868	0.8041673	0.4220733	0.2315048	0.5076538
310	10.76373871	0	0.005500258	0	0.608112403	0.043944281	0.3963005	0.377940271	0.09911387	0.3490544	0.3314998	0.04413401	0.4395433
311	4.823114621	0.036196732	0.710180077	0.07932413	2.680277224	0.277276791	0.3303284	0.633839965	0.2326043	0.7652385	0.6241413	0.09942615	0.4172852
312	0.474390988	0.001797697	0.078703494	0.032729009	1.336754399	0.051033139	0.3372628	0.418260912	0.113995	0.4975832	0.4674076	0.1004781	0.1811143
313	20.91989038	0.001729649	0.00504829	0.013120886	0.786252959	0.08943468	0.1122703	0.197186391	0.04598201	0.1450149	0.1471615	0.06256084	0.2371375
314	4.753515135	0	0.011588011	0.012047245	0.738998736	0.006708866	0.1045367	0.106413854	0.08677329	0.1233703	0.1014691	0.04824186	0.1313975
315	4.020775753	0	0.097369122	0.005327783	0.941031178	0.065865937	0.2160793	0.241085022	0.1013353	0.6043554	0.2899451	0.03310953	0.2818964
316	1.006568057	0	0.020039274	0.096354625	14.21809228	0.045246691	0.1702272	0.130364161	0.0434803	0.139959	0.211273	0.03578638	0.08152292
317	15.50771344	0.007599081	0.022179276	0.013834946	2.499067384	0.691855178	0.1448571	0.798761512	0.07761715	0.3064727	0.286616	0.0324784	0.3035857
318	15.91899276	0	0.043753817	0.003790649	0.60292895	0.443296435	0.1923595	0.276662144	0.04951628	0.2915466	0.3183921	0.03264035	0.1895637
319	1.675981099	0	0	0.052414097	1.427659271	0.047762749	0.1845714	0.090454086	0.03722206	0.4325681	0.3037753	0.03241833	0.1016208
320	18.17125295	0	0	0.002917308	0.285964594	0.077980298	0.1246754	0.461773789	0.05091142	0.5716628	0.1081489	0.03456913	0.06703671
321	11.39707505	0.004517156	0.085696824	0.044546499	0.507007463	0.013739285	0.1827998	0.155972006	0.09946545	0.5246897	0.5238443	0.06238476	0.5181757
322	18.0912818	0	0.024949468	0.005187644	0.748374329	0.117866856	0.07711317	0.447371678	0.03618446	0.1269842	0.1193149	0.05032883	0.5944989
323	18.64024817	0	0.092951959	0.006902547	1.455353012	0.192194414	0.1738998	0.194809651	0.06447301	0.1768112	0.2533122	0.09360328	0.0981491
324	9.571374717	0.001689623	0.004931466	0.00256345	0.365064623	0.107921526	0.1285099	0.194153677	0.06119683	0.3870315	0.1452196	0.1575284	0.05713132
325	14.15100236	0.009694045	0.012125915	0.018909699	0.804389871	0.025273027	0.1542462	0.367226826	0.1676784	0.3239377	0.24356	0.04320635	0.3458674
326	10.914503	0	1.49436797	0.117422496	1.800028452	0.20371564	0.2842696	0.380336019	0.08514949	0.4193249	0.4371533	0.05185485	0.2191823
327	8.304462469	0	0.338598556	0.021242421	0.252564679	0.669210189	0.1905732	0.162855412	0.04138617	0.4337352	0.4111778	0.03775871	0.1487249
328	12.57128174	0	0.011153098	0.002898774	0.664798788	0.104604604	0.1157281	0.124742491	0.06175528	0.2896245	0.1829551	0.04795316	0.2190311
329	4.192187308	0.001823674	0.015968154	0.002766829	0.061406973	0.452992521	0.1178768	0.113693475	0.07956445	0.1328702	0.1085943	0.6394003	0.08873518
330	17.27472875	0.001774046	0.015533612	0	0.552557104	0.021583603	0.1243736	0.148428842	0.07922929	0.3674004	0.1657465	0.06251503	0.08781097
331	1.10526229	0	0.053451326	0.016207802	1.78144967	0.445616454	0.3237711	0.697216848	0.09163399	0.5834137	0.7897938	0.03822528	0.2239398
